SMILES,pKi IC50 Pi3K,pKi IC50 mTor,Water Solubility,Caco2 permeability,CYP1A2 inhibitor,CYP3A4 inhibitor,Total Clearance
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)OC)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.027982401,8.214670165,,0.813,0,1,0.383
CCc1ncnc(-c2ccc(C(=O)N3CCC(CCO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.903089987,8.22184875,-4.701,0.769,0,1,0.478
CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.351737594,7.400444409,-4.445,1.361,0,1,0.311
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCOCC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.834458923,7.903785415,-4.145,0.766,0,1,0.582
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,,8.522878745,-3.98,0.903,0,1,0.347
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCN(C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,7.013855535,7.991399828,-3.925,0.819,0,1,0.393
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.398591939,8.55129368,-4.173,1.374,,1,0.322
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCN(CC3)C3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,,8.698970004,-3.714,0.979,0,1,0.252
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCOCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,,8.962573502,-4.135,0.765,,1,
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCOCC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.748118545,8.46470588,-4.034,,0,1,0.615
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCN(C)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.512861625,8.315154638,-3.793,0.929,0,1,0.426
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.735654493,6.558147824,-4.109,1.344,,1,
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.864549301,8.928117993,-3.889,0.817,0,1,0.393
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.363562256,7.525055665,-4.25,1.332,0,1,0.462
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.459670525,7.795880017,-4.282,1.344,0,1,0.417
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,,7.769551079,-4.249,1.341,0,1,0.549
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N(C)C)c(OC)c2)c1C#Cc1ccc(N)nc1,6.531062194,7.478992748,-4.238,0.771,,1,0.461
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.30980392,8.301029996,-4.334,1.349,0,1,0.501
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.332080315,8.22184875,-4.328,1.31,0,1,0.547
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCCC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.464832515,7.48945499,,0.945,0,1,0.547
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCCCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.376699011,7.366733589,-4.428,1.318,0,1,0.499
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCCCC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.596536299,7.296794629,,1.006,0,1,0.499
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.330543647,7.843450849,-4.22,1.301,0,1,0.595
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCCC3)c(C)c2)c1C#Cc1ccc(N)nc1,7.084547398,8.455931956,-4.223,1.32,0,1,0.58
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCCCC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.63432486,7.937794191,-4.329,1.328,0,1,0.532
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.800519085,7.924088239,-4.109,1.311,0,,0.627
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N3CCCCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,,7.619788758,-4.412,1.357,0,1,0.452
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)N(C)C)c(C)c2)c1C#Cc1ccc(N)nc1,7.143029567,,-4.122,,0,1,0.495
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C3CCN(C)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.456801414,7.136558171,-4.477,1.454,0,1,
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.42695425,8.155212281,-4.571,1.444,0,,0.296
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(C)(C)O)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.573163546,7.876801925,-4.808,0.618,0,1,-0.026
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(C)(C)O)c(OC)c2)c1C#Cc1ccc(N)nc1,,7.945004138,-4.559,0.782,0,1,0.304
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(F)(F)F)c(F)c2)c1C#Cc1ccc(N)nc1C,6.189095719,7.568636236,-4.755,1.472,0,,0.117
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(C)(C)O)c(c2)C(F)(F)F)c1C#Cc1ccc(N)nc1,6.846490011,7.938547521,-4.726,0.689,0,1,-0.024
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N3CCC(C)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,6.699404516,7.98254927,-4.334,1.364,0,1,0.519
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N3CCC(C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,6.237997031,7.124533584,-4.374,1.005,0,1,0.502
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N3CCC(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.633017024,8.749579998,-4.438,1.354,,1,0.486
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N3CCC(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.504455662,7.886056648,-4.44,1.393,0,1,0.44
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N3CCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.645891561,,-4.169,1.38,0,1,0.565
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.806875402,8.096910013,-4.148,0.794,0,1,0.552
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(C)(C)O)c(C)c2)c1C#Cc1ccc(N)nc1,7.103198302,8.438898616,-4.541,0.893,0,1,0.286
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(C)(C)O)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.69572495,8.46470588,-4.939,1.383,0,1,
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(C)(C)O)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.997402019,,-4.648,0.781,0,1,0.103
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(C)(C)O)c(F)c2)c1C#Cc1ccc(N)nc1,6.769551079,9,-4.588,0.866,0,1,0.23
CCc1ncnc(-c2ccc(C(=O)N3CCC(CC3)C(C)(C)O)c(F)c2)c1C#Cc1ccc(NC)nc1,6.474955193,8.284832642,-4.849,1.402,0,1,0.264
CCc1ncnc(-c2ccc(C(=O)N3CC4CCN(C4C3)C(=O)OC(C)(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.82240579,8.301029996,-4.585,0.98,,1,-0.269
CCc1ncnc(-c2ccc(C(=O)N3CC4CCNC4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.183460432,7.57626275,-3.934,0.887,0,1,0.459
CCc1ncnc(-c2ccc(C(=O)N3CC4CN(CC4C3)C(=O)OC(C)(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.623715104,8.353596274,-4.572,0.763,0,1,0.37
CCc1ncnc(-c2ccc(C(=O)N3CC4CNCC4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.221147207,7.48704892,-4.107,,0,0,0.393
CCc1ncnc(-c2ccc(C(=O)N3CCC(C)(O)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,,8.179142011,-4.108,,0,1,
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N(C)C)c(C)c2)c1C#Cc1ccc(N)nc1,6.79051815,8.10770693,-3.999,1.381,0,1,0.519
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.758630026,8.238261674,-4.131,1.371,0,1,0.486
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N(C)C)c(Cl)c2)c1C#Cc1ccc(NC)nc1,6.729554092,8.541615158,-4.421,1.366,0,1,0.463
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N(C)C)c(OC)c2)c1C#Cc1ccc(N)nc1,6.637948941,7.339778126,-4.117,0.714,0,1,0.501
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N(C)C)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,6.395990068,7.255941834,-4.413,0.55,0,1,0.018
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.718574134,8.180202504,-4.193,1.383,0,1,0.441
CCc1ncnc(-c2ccc(C(=O)N3CCC(C)(O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.114101899,8.225483034,-4.226,0.826,0,1,0.203
CCc1ncnc(-c2ccc(C(=O)N3CCC(C3)N(C)C)c(F)c2)c1C#Cc1ccc(NC)nc1,6.58401232,8.333324735,-4.451,1.377,0,1,0.418
CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(F)c2)c1C#Cc1ccc(N)nc1,7.193820026,8.15490196,-4.169,0.665,0,0,0.34
CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(OC)c2)c1C#Cc1ccc(N)nc1,7.127610612,8.177831921,-4.083,0.581,0,1,0.564
CCc1ncnc(-c2ccc(C(=O)N3CC4(CN(C)C4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.015022874,8.216811309,-3.877,1.297,,1,0.4
CCc1ncnc(-c2ccc(C(=O)N3CC4(CN(C)C4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.540004744,8.008330993,-3.975,1.336,0,0,0.355
CCc1ncnc(-c2ccc(C(=O)N3CC4(CNC4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.483596852,7.878440156,-3.732,0.648,0,0,0.642
CCc1ncnc(-c2ccc(C(=O)N3CC4CC3CN4C)c(F)c2)c1C#Cc1ccc(N)nc1,6.477295007,7.679645967,,,0,0,
CCc1ncnc(-c2ccc(C(=O)N3CC4(CNC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.598944274,7.817870786,-3.862,0.733,0,0,0.598
CCc1ncnc(-c2ccc(C(=O)N(C)OC)c(F)c2)c1C#Cc1ccc(N)nc1,7.200659451,8.15490196,-4.314,0.57,1,0,
CCc1ncnc(-c2ccc(C(=O)N(C)OC)c(OC)c2)c1C#Cc1ccc(N)nc1,7.158765704,8.191789027,-4.331,0.509,0,1,0.808
CCc1ncnc(-c2ccc(C(=O)N3C4CC3N4C)c(F)c2)c1C#Cc1ccc(N)nc1,6.477555766,7.677780705,-3.59,1.288,0,1,0.933
CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(C)c2)c1C#Cc1ccc(N)nc1,6.971022295,8.739928612,-4.005,0.656,0,0,0.642
CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.054088483,9.096910013,-4.107,0.544,,0,0.342
CCc1ncnc(-c2ccc(C(=O)N3CC(C)NC(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.735182177,7.585026652,-4.017,0.803,0,1,0.344
CCc1ncnc(-c2ccc(C(=O)N(C)CCO)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.443697499,9,-4.351,0.39,0,1,0.455
CCc1ncnc(-c2ccc(C(=O)N(C)CCO)c(F)c2)c1C#Cc1ccc(N)nc1,6.869666232,8.698970004,-4.423,,0,1,0.526
CCc1ncnc(-c2ccc(C(=O)N(C)CCOC)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.200659451,8.698970004,-4.536,0.486,0,1,
CCc1ncnc(-c2ccc(C(=O)N(C)CCOC)c(F)c2)c1C#Cc1ccc(N)nc1,6.987162775,8.698970004,,0.59,0,1,0.639
CCc1ncnc(-c2ccc(C(=O)N(C)O)c(C)c2)c1C#Cc1ccc(N)nc1,6.625068446,7.561615893,-3.98,0.565,1,,0.781
CCc1ncnc(-c2ccc(C(=O)N(C)OC)c(C)c2)c1C#Cc1ccc(N)nc1,7.286677495,8.542118103,-4.138,0.58,,0,0.884
CCc1ncnc(-c2ccc(C(=O)N(C)O)c(F)c2)c1C#Cc1ccc(N)nc1,7.37675071,8.397940009,-4.18,0.556,0,0,0.489
CCc1ncnc(-c2ccc(C(=O)N(C)O)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.172501492,7.771214799,-4.113,0.453,1,1,0.255
CCc1ncnc(-c2ccc(C(=O)N(C)OC)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.301290651,8.863279433,-4.274,0.467,1,0,0.387
CCc1ncnc(-c2ccc(C(=O)N(C)CCN3CCCC3=O)c(F)c2)c1C#Cc1ccc(N)nc1,7.259637311,7.853871964,-4.419,0.637,0,1,0.619
CCc1ncnc(-c2ccc(C(=O)N(C)CCN3CCCC3=O)c(OC)c2)c1C#Cc1ccc(N)nc1,7.055517328,7.802443787,-4.323,0.537,0,1,0.8
CCc1ncnc(-c2ccc(C(=O)N(C)CCN3CCCC3=O)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.248720896,8.356547324,-4.416,0.551,0,1,0.396
CCc1ncnc(-c2ccc(C(=O)N(C)CCN3CCCC3=O)c(C)c2)c1C#Cc1ccc(N)nc1,6.604498876,7.814741235,-4.309,0.664,0,,0.878
CCc1ncnc(-c2ccc(C(=O)N(C)C3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,7.015382687,8.806875402,-4.473,0.942,0,1,0.585
CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(C)c2)c1C#Cc1ccc(N)nc1,7.433916216,9.036212173,-4.163,0.769,0,1,
CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.317043074,8.578396073,,0.656,0,1,0.42
CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(F)c2)c1C#Cc1ccc(N)nc1,7.229147988,9,,0.742,0,1,0.54
CCc1ncnc(-c2ccc(C(=O)N(C)CC(C)(C)O)c(F)c2)c1C#Cc1ccc(N)nc1,7.075720714,8.397940009,-4.541,0.608,0,1,0.484
CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(OC)c2)c1C#Cc1ccc(N)nc1,,,-4.221,0.642,,1,0.8
CCc1ncnc(-c2ccc(C(=O)N(C)CC3CCCN(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,,,-4.647,1.415,0,1,0.256
CCc1ncnc(-c2ccc(C(=O)N(C)CC3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.469800302,,-4.538,1.354,0,1,0.319
CCc1ncnc(-c2ccc(C(=O)N(C)CCC3(O)CCCC3)c(F)c2)c1C#Cc1ccc(N)nc1,7.167491087,8.301029996,,0.671,0,1,0.361
CCc1ncnc(-c2ccc(C(=O)N(C)CCCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.228412519,7.48148606,-4.618,1.283,0,1,0.448
CCc1ncnc(-c2ccc(C(=O)N(C)CCCOC)c(F)c2)c1C#Cc1ccc(N)nc1,7.107905397,8.522878745,-4.752,0.619,0,1,0.714
CCc1ncnc(-c2ccc(C(=O)N(C)CCCO)c(F)c2)c1C#Cc1ccc(N)nc1,7.236572006,9,-4.621,0.436,0,1,0.598
CCc1ncnc(-c2ccc(C(=O)N(C)CCCOC)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.167491087,8.522878745,-4.852,0.533,,1,0.431
CCc1ncnc(-c2ccc(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.395773947,7.522878745,-4.401,,0,1,0.414
CCc1ncnc(-c2ccc(C(=O)N(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,7.244125144,8.698970004,-4.099,1.392,1,1,0.562
CCc1ncnc(-c2ccc(C(=O)N(C)C3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.241088108,,-4.231,1.37,0,1,0.425
CCc1ncnc(-c2ccc(C(=O)C3CCC(C)(O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.958607315,8.698970004,-4.511,0.829,0,1,0.301
CCc1ncnc(-c2ccc(C(=O)N(C)C)c(F)c2)c1C#Cc1ccc(C)nc1,6.653647026,7.721246399,-4.674,1.302,1,1,0.87
CCc1ncnc(-c2cc(F)c(C(=O)NCCN3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.812197361,8.42136079,-4.543,,0,1,0.508
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4ccnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.738023809,9.292429824,-3.121,0.944,0,1,0.463
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4ccnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,7.150949309,,-3.064,1.033,0,1,0.395
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4cnnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.425852936,9.229147988,-3.957,,0,1,
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4cnnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,7.066563332,9.050609993,-3.898,1.144,,1,0.171
CCc1ncnc(-c2cc(F)c(C(=O)NC)c(F)c2)c1C#Cc1ccc(N)nc1,7.187086643,8.465973894,-4.34,0.764,0,1,0.335
CCc1ncnc(-c2cc(F)c(C(=O)NCC3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.309272456,7.407157317,-4.589,0.845,0,1,0.374
CCc1ncnc(-c2cc(F)c(C(=O)NCCN3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.787013815,7.765482716,-4.206,0.557,0,1,0.393
CCc1ncnc(-c2cc(F)c(C(=O)N3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.45259454,,-4.2,0.831,0,0,0.301
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCCC4C3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.235674394,8.600326279,-4.399,1.417,0,1,0.306
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(C)cnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.912573543,8.653647026,-3.17,0.973,0,1,0.442
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,,8.756961951,-3.114,1.062,0,1,0.373
CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4c(COC)nnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1,6.445995679,7.63601217,-3.921,0.986,0,1,0.215
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCN)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.278436682,8.170053304,-3.972,0.534,0,1,
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.940436582,8.725842151,-4.211,0.25,0,1,0.127
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.67223251,9.050609993,-4.208,0.132,0,1,0.058
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN4CCCC4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.757955761,10.15490196,-4.154,1.382,0,,0.399
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.96589317,8.899629455,-4.169,0.736,0,1,0.297
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,,8.66756154,-4.459,0.762,0,1,0.352
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.947344527,8.779891912,-4.358,,0,1,0.458
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.065249125,9.119186408,-4.362,0.443,,1,0.527
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.106071873,9.30980392,-4.183,1.021,0,1,0.318
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.681602721,9.677780705,-4.152,0.825,0,1,0.228
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4nc(C)c(C)o4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.714465194,,-4.228,0.931,0,1,0.388
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3COC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.851397345,8.512861625,-4.227,0.875,,1,0.51
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C=O)c(F)c2)c1C#Cc1ccc(NC)nc1,6.787812396,8.494850022,-4.618,0.89,0,1,0.45
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.723308471,9.026872146,-4.733,,0,1,0.489
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.672028376,8.655607726,-4.804,0.88,0,1,0.225
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.959793372,,-4.614,0.718,0,1,0.318
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,7.254144805,9.26760624,-4.694,0.677,0,1,
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,,9.148741651,-4.81,0.587,0,1,0.172
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCOCC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.33170729,8.669586227,-4.467,1.445,0,1,0.254
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3COC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,,8.416801226,-4.155,0.786,,1,0.579
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCCC3O)c(F)c2)c1C#Cc1ccc(N)nc1,6.974571239,9.552841969,-4.212,0.842,0,1,0.301
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCOCC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.907279355,,-4.318,,0,1,0.278
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(F)F)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.48598382,8.121478204,-4.635,1.419,0,1,0.146
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,5.877784122,8.123782159,-4.982,1.442,0,1,0.205
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)CO)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.9647304,8.995678626,-4.29,0.578,0,1,0.359
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.579714115,9.173925197,-5.037,1.41,0,1,0.38
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)CO)c(F)c2)c1C#Cc1ccc(N)nc1,,9.236572006,-4.317,0.668,0,1,0.29
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,6.624702262,8.661543506,-4.935,1.419,,1,0.311
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)COC)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.958370492,9.167491087,-4.524,0.734,0,1,0.389
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C(C)COC)c(F)c2)c1C#Cc1ccc(N)nc1,6.728158393,9.251811973,-4.506,0.823,0,,0.319
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.033999142,7.865504144,-4.282,1.365,0,1,0.56
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCCC3O)c(Cl)c2)c1C#Cc1ccc(N)nc1,7.197705289,9.494850022,-4.171,0.753,0,1,0.37
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC3)C3CCC3)c(F)c2)c1C#Cc1ccc(N)nc1,,9.15490196,-4.329,1.406,0,1,0.49
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,6.190440285,8.638272164,-4.524,0.811,0,1,
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.621002859,9.251811973,-4.27,0.588,0,1,0.276
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,6.937794191,9.537602002,-4.341,0.649,0,1,0.221
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC#C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,6.785421046,8.065501549,,1.438,0,1,0.202
